snapshot_dt,company,program,location,year,session,status,target_week
2017-04-04,Milliman Max,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Massachusetts General Hospital,HD,BOS,17,A,Visit,1
2017-04-04,City of Boston,HD,BOS,17,A,Email/InMail,3
2017-04-04,Aspen Technology,HD,BOS,17,A,Call Data Teams,4
2017-04-04,Quantopian,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Hopper,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,"ABIOMED , Inc.",HD,BOS,17,A,To Contact,None
2017-04-04,Panorama Education,HD,BOS,17,A,To Contact,None
2017-04-04,Legendary Pictures LLC,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,Neon Therapeutics,HD,BOS,17,A,Emailed Re: Session,3
2017-04-04,Data Camp,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,Eisai Inc.,HD,BOS,17,A,To Contact,3
2017-04-04,Cinch Financial,HD,BOS,17,A,Scheduled,4
2017-04-04,Quality Health Ideas Inc,HD,BOS,17,A,Email/InMail,3
2017-04-04,Gen9 Inc,HD,BOS,17,A,To Contact,None
2017-04-04,Pixability Inc,HD,BOS,17,A,Not Hiring,4
2017-04-04,Panjiva Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Behavior Health Innovators,HD,BOS,17,A,Emailed Re: Session,3
2017-04-04,TrueMotion,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Pwnie Express,HD,BOS,17,A,To Contact,None
2017-04-04,QuantCo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,BetterOutcomes,HD,BOS,17,A,To Contact,None
2017-04-04,Neurable,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Rhode Island Quality Institute,HD,BOS,17,A,Scheduling,1
2017-04-04,Gamalon,HD,BOS,17,A,Reping,4
2017-04-04,Ovuline,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Medtronic,HD,BOS,17,A,To Contact,None
2017-04-04,ThriveHive,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Google Verily Life Sciences,HD,BOS,17,A,Reping,None
2017-04-04,Wistia,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,Cyft,HD,BOS,17,A,Email/InMail,None
2017-04-04,State Street Corporation,HD,BOS,17,A,Cold Email/ InMail,4
2017-04-04,Evelo Biosciences,HD,BOS,17,A,Scheduled,None
2017-04-04,Wellframe,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-04,Indigo Agriculture,HD,BOS,17,A,Not Hiring,None
2017-04-04,Amazon Alexa,HD,BOS,17,A,Visit,3
2017-04-04,Amazon (Search Technologies),HD,BOS,17,A,Scheduling,None
2017-04-04,nuTonomy,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-04,AthenaHealth (Epocrates),HD,BOS,17,A,Not Hiring,None
2017-04-04,Biogen Idec,HD,BOS,17,A,Call Data Teams,2
2017-04-04,Booz Allen Hamilton,HD,BOS,17,A,Scheduling,4
2017-04-04,Fitbit,HD,BOS,17,A,Not Hiring,2
2017-04-04,General Electric,HD,BOS,17,A,Scheduling,1
2017-04-04,HubSpot,HD,BOS,17,A,Call Data Teams,None
2017-04-04,Rest Devices,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,Nielsen,HD,BOS,17,A,Call HR,4
2017-04-04,Tamr,HD,BOS,17,A,Scheduled,3
2017-04-04,Flatiron Health,HD,BOS,17,A,Emailed Re: Session,2
2017-04-04,Novartis,HD,BOS,17,A,Visit,None
2017-04-04,TripAdvisor,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,BitSight Technologies,HD,BOS,17,A,Visit,4
2017-04-04,zaius,HD,BOS,17,A,To Contact,None
2017-04-04,Thomson Reuters,HD,BOS,17,A,Reping,4
2017-04-04,Broad Institute,HD,BOS,17,A,Emailed Re: Session,1
2017-04-04,Akamai Technologies,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,Constant Therapy,HD,BOS,17,A,Not Hiring,2
2017-04-04,DNAnexus,HD,BOS,17,A,Emailed Re: Session,3
2017-04-04,EnerNOC,HD,BOS,17,A,To Contact,None
2017-04-04,FirstFuel Software,HD,BOS,17,A,Reping,4
2017-04-04,Ginkgo BioWorks,HD,BOS,17,A,Emailed Re: Session,3
2017-04-04,Spotify,HD,BOS,17,A,To Contact,None
2017-04-04,McKinsey & Company,HD,BOS,17,A,Email/InMail,None
2017-04-04,Merck,HD,BOS,17,A,Scheduled,1
2017-04-04,Optum Labs LLC,HD,BOS,17,A,Scheduling,None
2017-04-04,Recorded Future,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,Vectra,HD,BOS,17,A,Scheduled,3
2017-04-04,Tessella Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-04,PatientsLikeMe,HD,BOS,17,A,Visit,None
2017-04-04,QMedic,HD,BOS,17,A,To Contact,None
2017-04-04,Vertex Pharmaceuticals,HD,BOS,17,A,Visit,None
2017-04-04,Wayfair,HD,BOS,17,A,Scheduled,4
2017-04-04,Syros Pharmaceuticals Inc,HD,BOS,17,A,Emailed Re: Session,2
2017-04-04,Pfizer,HD,BOS,17,A,Scheduled,3
2017-04-04,Seven Bridges Genomics,HD,BOS,17,A,Visit,2
2017-04-04,Slalom Consulting,HD,BOS,17,A,To Contact,None
2017-04-04,The Boston Consulting Group,HD,BOS,17,A,Emailed Re: Session,4
2017-04-04,Thermo Fisher Scientific,HD,BOS,17,A,Emailed Re: Session,3
2017-04-04,TiVo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Vectra,HD,BOS,17,A,Scheduled,3
2017-04-05,Spotify,HD,BOS,17,A,To Contact,None
2017-04-05,Akamai Technologies,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Thomson Reuters,HD,BOS,17,A,Reping,4
2017-04-05,zaius,HD,BOS,17,A,To Contact,None
2017-04-05,BitSight Technologies,HD,BOS,17,A,Visit,4
2017-04-05,TripAdvisor,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Novartis,HD,BOS,17,A,Visit,None
2017-04-05,Flatiron Health,HD,BOS,17,A,Emailed Re: Session,2
2017-04-05,Tamr,HD,BOS,17,A,Scheduled,3
2017-04-05,Rest Devices,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Biogen Idec,HD,BOS,17,A,Call Data Teams,2
2017-04-05,AthenaHealth (Epocrates),HD,BOS,17,A,Not Hiring,None
2017-04-05,Booz Allen Hamilton,HD,BOS,17,A,Scheduling,4
2017-04-05,Fitbit,HD,BOS,17,A,Not Hiring,2
2017-04-05,General Electric,HD,BOS,17,A,Scheduling,1
2017-04-05,HubSpot,HD,BOS,17,A,Call Data Teams,None
2017-04-05,Nielsen,HD,BOS,17,A,Call HR,4
2017-04-05,Broad Institute,HD,BOS,17,A,Emailed Re: Session,1
2017-04-05,Constant Therapy,HD,BOS,17,A,Not Hiring,2
2017-04-05,DNAnexus,HD,BOS,17,A,Emailed Re: Session,3
2017-04-05,EnerNOC,HD,BOS,17,A,To Contact,None
2017-04-05,FirstFuel Software,HD,BOS,17,A,Reping,4
2017-04-05,Ginkgo BioWorks,HD,BOS,17,A,Emailed Re: Session,3
2017-04-05,McKinsey & Company,HD,BOS,17,A,Email/InMail,None
2017-04-05,Merck,HD,BOS,17,A,Scheduled,1
2017-04-05,Optum Labs LLC,HD,BOS,17,A,Scheduling,None
2017-04-05,Recorded Future,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Tessella Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,PatientsLikeMe,HD,BOS,17,A,Visit,None
2017-04-05,QMedic,HD,BOS,17,A,To Contact,None
2017-04-05,Vertex Pharmaceuticals,HD,BOS,17,A,Visit,None
2017-04-05,Wayfair,HD,BOS,17,A,Scheduled,4
2017-04-05,Syros Pharmaceuticals Inc,HD,BOS,17,A,Emailed Re: Session,2
2017-04-05,Pfizer,HD,BOS,17,A,Scheduled,3
2017-04-05,Seven Bridges Genomics,HD,BOS,17,A,Visit,2
2017-04-05,Slalom Consulting,HD,BOS,17,A,To Contact,None
2017-04-05,The Boston Consulting Group,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Thermo Fisher Scientific,HD,BOS,17,A,Emailed Re: Session,3
2017-04-05,TiVo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,CVS Caremark Corporation,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Schireson,HD,BOS,17,A,Scheduled,4
2017-04-05,Foundation Medicine,HD,BOS,17,A,Emailed Re: Session,1
2017-04-05,Immuneering Corporation,HD,BOS,17,A,Scheduling,2
2017-04-05,Alexion Pharmaceuticals Inc,HD,BOS,17,A,Email/InMail,None
2017-04-05,Microsoft,HD,BOS,17,A,To Contact,None
2017-04-05,Dana-Farber Cancer Institute,HD,BOS,17,A,Not Hiring,None
2017-04-05,PillPack,HD,BOS,17,A,Not Hiring,3
2017-04-05,"Voyager Therapeutics, Inc.",HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Good Start Genetics,HD,BOS,17,A,Visit,None
2017-04-05,DataRobot - Predictive Analytics,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Drizly,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Philips,HD,BOS,17,A,To Contact,None
2017-04-05,zakipoint health,HD,BOS,17,A,To Contact,None
2017-04-05,CVS Health,HD,BOS,17,A,Scheduled,None
2017-04-05,Staples,HD,BOS,17,A,Reping,None
2017-04-05,Epidemico Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,GNS Healthcare,HD,BOS,17,A,Maybe Later,2
2017-04-05,Editas Medicine,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Waylens,HD,BOS,17,A,To Contact,None
2017-04-05,Aetna,HD,BOS,17,A,Reping,None
2017-04-05,understoryweather,HD,BOS,17,A,Not Hiring,4
2017-04-05,Microsoft Azure,HD,BOS,17,A,To Contact,None
2017-04-05,Facebook Infrastructure,HD,BOS,17,A,Call Data Teams,None
2017-04-05,KAYAK,HD,BOS,17,A,Reping,None
2017-04-05,Milliman Max,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Massachusetts General Hospital,HD,BOS,17,A,Visit,1
2017-04-05,City of Boston,HD,BOS,17,A,Email/InMail,3
2017-04-05,Aspen Technology,HD,BOS,17,A,Call Data Teams,4
2017-04-05,Quantopian,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Hopper,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,"ABIOMED , Inc.",HD,BOS,17,A,To Contact,None
2017-04-05,Panorama Education,HD,BOS,17,A,To Contact,None
2017-04-05,Legendary Pictures LLC,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Neon Therapeutics,HD,BOS,17,A,Emailed Re: Session,3
2017-04-05,Data Camp,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Eisai Inc.,HD,BOS,17,A,To Contact,3
2017-04-05,Cinch Financial,HD,BOS,17,A,Scheduled,4
2017-04-05,Quality Health Ideas Inc,HD,BOS,17,A,Email/InMail,3
2017-04-05,Gen9 Inc,HD,BOS,17,A,To Contact,None
2017-04-05,Pixability Inc,HD,BOS,17,A,Not Hiring,4
2017-04-05,Panjiva Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Behavior Health Innovators,HD,BOS,17,A,Emailed Re: Session,3
2017-04-05,TrueMotion,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Pwnie Express,HD,BOS,17,A,To Contact,None
2017-04-05,QuantCo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,BetterOutcomes,HD,BOS,17,A,To Contact,None
2017-04-05,Neurable,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Rhode Island Quality Institute,HD,BOS,17,A,Scheduling,1
2017-04-05,Gamalon,HD,BOS,17,A,Reping,4
2017-04-05,Ovuline,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Medtronic,HD,BOS,17,A,To Contact,None
2017-04-05,ThriveHive,HD,BOS,17,A,Emailed Re: Session,None
2017-04-05,Google Verily Life Sciences,HD,BOS,17,A,Reping,None
2017-04-05,Wistia,HD,BOS,17,A,Emailed Re: Session,4
2017-04-05,Cyft,HD,BOS,17,A,Email/InMail,None
2017-04-05,State Street Corporation,HD,BOS,17,A,Cold Email/ InMail,4
2017-04-05,Evelo Biosciences,HD,BOS,17,A,Scheduled,None
2017-04-05,Wellframe,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-05,Indigo Agriculture,HD,BOS,17,A,Not Hiring,None
2017-04-05,Amazon Alexa,HD,BOS,17,A,Visit,3
2017-04-05,Amazon (Search Technologies),HD,BOS,17,A,Scheduling,None
2017-04-05,nuTonomy,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-06,Vectra,HD,BOS,17,A,Scheduled,3
2017-04-06,Spotify,HD,BOS,17,A,To Contact,None
2017-04-06,Akamai Technologies,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Thomson Reuters,HD,BOS,17,A,Reping,4
2017-04-06,zaius,HD,BOS,17,A,To Contact,None
2017-04-06,BitSight Technologies,HD,BOS,17,A,Visit,4
2017-04-06,TripAdvisor,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Novartis,HD,BOS,17,A,Visit,None
2017-04-06,Flatiron Health,HD,BOS,17,A,Emailed Re: Session,2
2017-04-06,Tamr,HD,BOS,17,A,Scheduled,3
2017-04-06,Rest Devices,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Biogen Idec,HD,BOS,17,A,Call Data Teams,2
2017-04-06,AthenaHealth (Epocrates),HD,BOS,17,A,Not Hiring,None
2017-04-06,Booz Allen Hamilton,HD,BOS,17,A,Scheduling,4
2017-04-06,Fitbit,HD,BOS,17,A,Not Hiring,2
2017-04-06,General Electric,HD,BOS,17,A,Scheduling,1
2017-04-06,HubSpot,HD,BOS,17,A,Call Data Teams,None
2017-04-06,Nielsen,HD,BOS,17,A,Call HR,4
2017-04-06,Broad Institute,HD,BOS,17,A,Emailed Re: Session,1
2017-04-06,Constant Therapy,HD,BOS,17,A,Not Hiring,2
2017-04-06,DNAnexus,HD,BOS,17,A,Emailed Re: Session,3
2017-04-06,EnerNOC,HD,BOS,17,A,To Contact,None
2017-04-06,FirstFuel Software,HD,BOS,17,A,Reping,4
2017-04-06,Ginkgo BioWorks,HD,BOS,17,A,Emailed Re: Session,3
2017-04-06,McKinsey & Company,HD,BOS,17,A,Email/InMail,None
2017-04-06,Merck,HD,BOS,17,A,Scheduled,1
2017-04-06,Optum Labs LLC,HD,BOS,17,A,Scheduling,None
2017-04-06,Recorded Future,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Tessella Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,PatientsLikeMe,HD,BOS,17,A,Visit,None
2017-04-06,QMedic,HD,BOS,17,A,To Contact,None
2017-04-06,Vertex Pharmaceuticals,HD,BOS,17,A,Visit,None
2017-04-06,Wayfair,HD,BOS,17,A,Scheduled,4
2017-04-06,Syros Pharmaceuticals Inc,HD,BOS,17,A,Emailed Re: Session,2
2017-04-06,Pfizer,HD,BOS,17,A,Scheduled,3
2017-04-06,Seven Bridges Genomics,HD,BOS,17,A,Visit,2
2017-04-06,Slalom Consulting,HD,BOS,17,A,To Contact,None
2017-04-06,The Boston Consulting Group,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Thermo Fisher Scientific,HD,BOS,17,A,Emailed Re: Session,3
2017-04-06,TiVo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,CVS Caremark Corporation,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Schireson,HD,BOS,17,A,Scheduled,4
2017-04-06,Foundation Medicine,HD,BOS,17,A,Emailed Re: Session,1
2017-04-06,Immuneering Corporation,HD,BOS,17,A,Scheduling,2
2017-04-06,Alexion Pharmaceuticals Inc,HD,BOS,17,A,Email/InMail,None
2017-04-06,Microsoft,HD,BOS,17,A,To Contact,None
2017-04-06,Dana-Farber Cancer Institute,HD,BOS,17,A,Not Hiring,None
2017-04-06,PillPack,HD,BOS,17,A,Not Hiring,3
2017-04-06,"Voyager Therapeutics, Inc.",HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Good Start Genetics,HD,BOS,17,A,Visit,None
2017-04-06,DataRobot - Predictive Analytics,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Drizly,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Philips,HD,BOS,17,A,To Contact,None
2017-04-06,zakipoint health,HD,BOS,17,A,To Contact,None
2017-04-06,CVS Health,HD,BOS,17,A,Scheduled,None
2017-04-06,Staples,HD,BOS,17,A,Reping,None
2017-04-06,Epidemico Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,GNS Healthcare,HD,BOS,17,A,Maybe Later,2
2017-04-06,Editas Medicine,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Waylens,HD,BOS,17,A,To Contact,None
2017-04-06,Aetna,HD,BOS,17,A,Reping,None
2017-04-06,understoryweather,HD,BOS,17,A,Not Hiring,4
2017-04-06,Microsoft Azure,HD,BOS,17,A,To Contact,None
2017-04-06,Facebook Infrastructure,HD,BOS,17,A,Call Data Teams,None
2017-04-06,KAYAK,HD,BOS,17,A,Reping,None
2017-04-06,Milliman Max,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Massachusetts General Hospital,HD,BOS,17,A,Visit,1
2017-04-06,City of Boston,HD,BOS,17,A,Email/InMail,3
2017-04-06,Aspen Technology,HD,BOS,17,A,Call Data Teams,4
2017-04-06,Quantopian,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Hopper,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,"ABIOMED , Inc.",HD,BOS,17,A,To Contact,None
2017-04-06,Panorama Education,HD,BOS,17,A,To Contact,None
2017-04-06,Legendary Pictures LLC,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Neon Therapeutics,HD,BOS,17,A,Emailed Re: Session,3
2017-04-06,Data Camp,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Eisai Inc.,HD,BOS,17,A,To Contact,3
2017-04-06,Cinch Financial,HD,BOS,17,A,Scheduled,4
2017-04-06,Quality Health Ideas Inc,HD,BOS,17,A,Email/InMail,3
2017-04-06,Gen9 Inc,HD,BOS,17,A,To Contact,None
2017-04-06,Pixability Inc,HD,BOS,17,A,Not Hiring,4
2017-04-06,Panjiva Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Behavior Health Innovators,HD,BOS,17,A,Emailed Re: Session,3
2017-04-06,TrueMotion,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Pwnie Express,HD,BOS,17,A,To Contact,None
2017-04-06,QuantCo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,BetterOutcomes,HD,BOS,17,A,To Contact,None
2017-04-06,Neurable,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Rhode Island Quality Institute,HD,BOS,17,A,Scheduling,1
2017-04-06,Gamalon,HD,BOS,17,A,Reping,4
2017-04-06,Ovuline,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Medtronic,HD,BOS,17,A,To Contact,None
2017-04-06,ThriveHive,HD,BOS,17,A,Emailed Re: Session,None
2017-04-06,Google Verily Life Sciences,HD,BOS,17,A,Reping,None
2017-04-06,Wistia,HD,BOS,17,A,Emailed Re: Session,4
2017-04-06,Cyft,HD,BOS,17,A,Email/InMail,None
2017-04-06,State Street Corporation,HD,BOS,17,A,Cold Email/ InMail,4
2017-04-06,Evelo Biosciences,HD,BOS,17,A,Scheduled,None
2017-04-06,Wellframe,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-06,Indigo Agriculture,HD,BOS,17,A,Not Hiring,None
2017-04-06,Amazon Alexa,HD,BOS,17,A,Visit,3
2017-04-06,Amazon (Search Technologies),HD,BOS,17,A,Scheduling,None
2017-04-06,nuTonomy,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-07,Vectra,HD,BOS,17,A,Scheduled,3
2017-04-07,Spotify,HD,BOS,17,A,To Contact,None
2017-04-07,Akamai Technologies,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Thomson Reuters,HD,BOS,17,A,Reping,4
2017-04-07,zaius,HD,BOS,17,A,To Contact,None
2017-04-07,BitSight Technologies,HD,BOS,17,A,Visit,4
2017-04-07,TripAdvisor,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Novartis,HD,BOS,17,A,Visit,None
2017-04-07,Flatiron Health,HD,BOS,17,A,Emailed Re: Session,2
2017-04-07,Tamr,HD,BOS,17,A,Scheduled,3
2017-04-07,Rest Devices,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Biogen Idec,HD,BOS,17,A,Call Data Teams,2
2017-04-07,AthenaHealth (Epocrates),HD,BOS,17,A,Not Hiring,None
2017-04-07,Booz Allen Hamilton,HD,BOS,17,A,Scheduling,4
2017-04-07,Fitbit,HD,BOS,17,A,Not Hiring,2
2017-04-07,General Electric,HD,BOS,17,A,Scheduling,1
2017-04-07,HubSpot,HD,BOS,17,A,Call Data Teams,None
2017-04-07,Nielsen,HD,BOS,17,A,Call HR,4
2017-04-07,Broad Institute,HD,BOS,17,A,Emailed Re: Session,1
2017-04-07,Constant Therapy,HD,BOS,17,A,Not Hiring,2
2017-04-07,DNAnexus,HD,BOS,17,A,Emailed Re: Session,3
2017-04-07,EnerNOC,HD,BOS,17,A,To Contact,None
2017-04-07,FirstFuel Software,HD,BOS,17,A,Reping,4
2017-04-07,Ginkgo BioWorks,HD,BOS,17,A,Emailed Re: Session,3
2017-04-07,McKinsey & Company,HD,BOS,17,A,Email/InMail,None
2017-04-07,Merck,HD,BOS,17,A,Scheduled,1
2017-04-07,Optum Labs LLC,HD,BOS,17,A,Scheduling,None
2017-04-07,Recorded Future,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Tessella Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,PatientsLikeMe,HD,BOS,17,A,Visit,None
2017-04-07,QMedic,HD,BOS,17,A,To Contact,None
2017-04-07,Vertex Pharmaceuticals,HD,BOS,17,A,Visit,None
2017-04-07,Wayfair,HD,BOS,17,A,Scheduled,4
2017-04-07,Syros Pharmaceuticals Inc,HD,BOS,17,A,Emailed Re: Session,2
2017-04-07,Pfizer,HD,BOS,17,A,Scheduled,3
2017-04-07,Seven Bridges Genomics,HD,BOS,17,A,Visit,2
2017-04-07,Slalom Consulting,HD,BOS,17,A,To Contact,None
2017-04-07,The Boston Consulting Group,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Thermo Fisher Scientific,HD,BOS,17,A,Emailed Re: Session,3
2017-04-07,TiVo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,CVS Caremark Corporation,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Schireson,HD,BOS,17,A,Scheduled,4
2017-04-07,Foundation Medicine,HD,BOS,17,A,Emailed Re: Session,1
2017-04-07,Immuneering Corporation,HD,BOS,17,A,Scheduling,2
2017-04-07,Alexion Pharmaceuticals Inc,HD,BOS,17,A,Email/InMail,None
2017-04-07,Microsoft,HD,BOS,17,A,To Contact,None
2017-04-07,Dana-Farber Cancer Institute,HD,BOS,17,A,Not Hiring,None
2017-04-07,PillPack,HD,BOS,17,A,Not Hiring,3
2017-04-07,"Voyager Therapeutics, Inc.",HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Good Start Genetics,HD,BOS,17,A,Visit,None
2017-04-07,DataRobot - Predictive Analytics,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Drizly,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Philips,HD,BOS,17,A,To Contact,None
2017-04-07,zakipoint health,HD,BOS,17,A,To Contact,None
2017-04-07,CVS Health,HD,BOS,17,A,Scheduled,None
2017-04-07,Staples,HD,BOS,17,A,Reping,None
2017-04-07,Epidemico Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,GNS Healthcare,HD,BOS,17,A,Maybe Later,2
2017-04-07,Editas Medicine,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Waylens,HD,BOS,17,A,To Contact,None
2017-04-07,Aetna,HD,BOS,17,A,Reping,None
2017-04-07,understoryweather,HD,BOS,17,A,Not Hiring,4
2017-04-07,Microsoft Azure,HD,BOS,17,A,To Contact,None
2017-04-07,Facebook Infrastructure,HD,BOS,17,A,Call Data Teams,None
2017-04-07,KAYAK,HD,BOS,17,A,Reping,None
2017-04-07,Milliman Max,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Massachusetts General Hospital,HD,BOS,17,A,Visit,1
2017-04-07,City of Boston,HD,BOS,17,A,Email/InMail,3
2017-04-07,Aspen Technology,HD,BOS,17,A,Call Data Teams,4
2017-04-07,Quantopian,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Hopper,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,"ABIOMED , Inc.",HD,BOS,17,A,To Contact,None
2017-04-07,Panorama Education,HD,BOS,17,A,To Contact,None
2017-04-07,Legendary Pictures LLC,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Neon Therapeutics,HD,BOS,17,A,Emailed Re: Session,3
2017-04-07,Data Camp,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Eisai Inc.,HD,BOS,17,A,To Contact,3
2017-04-07,Cinch Financial,HD,BOS,17,A,Scheduled,4
2017-04-07,Quality Health Ideas Inc,HD,BOS,17,A,Email/InMail,3
2017-04-07,Gen9 Inc,HD,BOS,17,A,To Contact,None
2017-04-07,Pixability Inc,HD,BOS,17,A,Not Hiring,4
2017-04-07,Panjiva Inc,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Behavior Health Innovators,HD,BOS,17,A,Emailed Re: Session,3
2017-04-07,TrueMotion,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Pwnie Express,HD,BOS,17,A,To Contact,None
2017-04-07,QuantCo,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,BetterOutcomes,HD,BOS,17,A,To Contact,None
2017-04-07,Neurable,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Rhode Island Quality Institute,HD,BOS,17,A,Scheduling,1
2017-04-07,Gamalon,HD,BOS,17,A,Reping,4
2017-04-07,Ovuline,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Medtronic,HD,BOS,17,A,To Contact,None
2017-04-07,ThriveHive,HD,BOS,17,A,Emailed Re: Session,None
2017-04-07,Google Verily Life Sciences,HD,BOS,17,A,Reping,None
2017-04-07,Wistia,HD,BOS,17,A,Emailed Re: Session,4
2017-04-07,Cyft,HD,BOS,17,A,Email/InMail,None
2017-04-07,State Street Corporation,HD,BOS,17,A,Cold Email/ InMail,4
2017-04-07,Evelo Biosciences,HD,BOS,17,A,Scheduled,None
2017-04-07,Wellframe,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-07,Indigo Agriculture,HD,BOS,17,A,Not Hiring,None
2017-04-07,Amazon Alexa,HD,BOS,17,A,Visit,3
2017-04-07,Amazon (Search Technologies),HD,BOS,17,A,Scheduling,None
2017-04-07,nuTonomy,HD,BOS,17,A,Cold Email/ InMail,None
2017-04-08,Nielsen,HD,BOS,17,A,Call HR,4
2017-04-08,Immuneering Corporation,HD,BOS,17,A,Scheduling,2
2017-04-08,HubSpot,HD,BOS,17,A,Call Data Teams,None
2017-04-08,General Electric,HD,BOS,17,A,Scheduling,1
2017-04-08,Fitbit,HD,BOS,17,A,Not Hiring,2
2017-04-08,Booz Allen Hamilton,HD,BOS,17,A,Scheduling,4
